# Dipper literature coordinate list
# Literature search cutoff: 2026-07-16
# Coordinates are decimal degrees, ICRS/J2000-style as published; epochs are mixed and no proper-motion propagation was applied.
# One line per spatially deduplicated source/system (2.0 arcsec cross-paper radius, protected against merging two rows from the same paper).
# master_id | canonical_name | ra_deg | dec_deg | evidence_tier | explicit_dipper | core_yso | recommended_crossmatch | papers
DIP-06155 | Gaia DR3 2066941019662735232 | 311.7216182400 | 43.7880544200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06156 | Gaia DR3 2067082895311850624 | 311.7332713900 | 43.9186671100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06157 | Gaia DR3 2070153144095803392 | 311.7423349200 | 44.8969521600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06158 | Gaia DR3 2067082826592761728 | 311.7432403000 | 43.9099749100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06159 | Gaia DR3 2066236748094331136 | 311.7692198900 | 42.1196127700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06160 | Gaia DR3 2194151388251808896 | 311.8325798900 | 60.3231952000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06161 | Gaia DR3 2067030015674258304 | 311.9208388900 | 43.7218740800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06162 | Gaia DR3 1843787579950149632 | 312.0681076700 | 25.5863356600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06163 | Gaia DR3 2067120484866030080 | 312.1056784800 | 44.3852513400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06164 | Gaia DR3 2067027228235955584 | 312.2153945000 | 43.8503770100 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06165 | Gaia DR3 2245639112596735872 | 312.2225024400 | 65.5201515900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06166 | Gaia DR3 2067027198175641984 | 312.2501370900 | 43.8548830400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06167 | Gaia DR3 2163236424114477056 | 312.2555209900 | 45.1132744900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06168 | Gaia DR3 2067028740066305664 | 312.2566718700 | 43.9592934000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06169 | Gaia DR3 2065381710306096128 | 312.2954113500 | 41.0750680100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06170 | Gaia DR3 2067067811386540928 | 312.2990627200 | 44.2091400700 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06171 | Gaia DR3 2067068425564498688 | 312.3102798400 | 44.2471744600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06172 | Gaia DR3 2067129899433538944 | 312.3152349200 | 44.6414310700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06173 | Gaia DR3 2065838179427854080 | 312.3156482900 | 41.8209221900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06174 | Gaia DR3 1858668439053759744 | 312.3188000000 | 29.9023000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-06175 | Gaia DR3 2067128799922803968 | 312.3586594100 | 44.5915986000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06176 | Gaia DR3 2277922805508328320 | 312.3778219000 | 75.4417317100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06177 | Gaia DR3 2166394423369133312 | 312.3813853100 | 46.1154155000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06178 | Gaia DR3 2067074305377614720 | 312.3841128300 | 44.2841910700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06179 | Gaia DR3 2163212200498913152 | 312.3935640300 | 44.8295192800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06180 | Gaia DR3 1858275015741191680 | 312.3975631100 | 29.6474792900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06181 | Gaia DR3 2194135788929978624 | 312.4012157200 | 60.2554435000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06182 | Gaia DR3 2193889090306301056 | 312.4793000000 | 59.4437000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-06183 | Gaia DR3 2064943310106432640 | 312.4893055800 | 39.3187064600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06184 | Gaia DR3 2065822094772891392 | 312.5128285800 | 41.6431218500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06185 | FHK 9 | 312.5413000000 | 44.2559000000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06186 | OSP2002 BRC311 / [RGS2011] 205036.93+442140.8 | 312.6538750000 | 44.3613333300 | author_vetted_or_explicit | no | no | yes | findeisen2013 (2013)
DIP-06187 | LkHA 137 | 312.6543500000 | 44.3068400000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06188 | LkHA 139 | 312.6678750000 | 44.5136390000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); zhang2024 (2024)
DIP-06189 | Gaia DR3 2066810005969935360 | 312.6770784000 | 43.2934896100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06190 | 2MASS J20504576+4455118 | 312.6906807700 | 44.9199497400 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06191 | FHK 26 | 312.6920000000 | 44.3194400000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06192 | Gaia DR3 2163155232051910144 | 312.7003859900 | 44.5601641500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06193 | FHK 30 | 312.7024300000 | 44.3512500000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06194 | FHK 33 | 312.7099580000 | 44.8365830000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); zhang2024 (2024)
DIP-06195 | Gaia DR3 2163136368555566848 | 312.7190343000 | 44.2788887800 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06196 | FHK 35 | 312.7215400000 | 44.3982200000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06197 | V1490 Cyg / 2MASS J20505357+4421008 | 312.7232500000 | 44.3502444444 | author_vetted_or_explicit | yes | yes | yes | froebrich2018 (2018); evitts2020 (2020); hillenbrand2022 (2022)
DIP-06198 | Gaia DR3 2163140560443665152 | 312.7234562100 | 44.4084465900 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06199 | Gaia DR3 2163140143827638272 | 312.7244078400 | 44.3610613100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06200 | Gaia DR3 2163136712151471360 | 312.7341567200 | 44.3060595700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06201 | FHK 52 | 312.7478400000 | 44.3275000000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06202 | Gaia DR3 2163140384345825024 | 312.7512358600 | 44.4100941100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06203 | 2MASS_J20510089+4431497 | 312.7537830000 | 44.5305100000 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); froebrich2018 (2018); hillenbrand2022 (2022)
DIP-06204 | Gaia DR3 2067058667398796032 | 312.7559891800 | 44.2249559700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06205 | Gaia DR3 2163137120170654720 | 312.7589573300 | 44.3358505000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06206 | FHK 61 | 312.7628900000 | 44.4007600000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06207 | Gaia DR3 2163140319925496192 | 312.7693628500 | 44.3972432600 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06208 | Gaia DR3 2163135269043937280 | 312.7726883500 | 44.2331196800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06209 | Gaia DR3 2163135681360800384 | 312.7737481100 | 44.2756175000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06210 | FHK 69 | 312.7873000000 | 44.2783100000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06211 | Gaia DR3 2065047660635406848 | 312.8121709900 | 39.7204431200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06212 | 2MASS_J20511513+4418176 | 312.8130652900 | 44.3048770300 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); froebrich2018 (2018); hillenbrand2022 (2022); mas2026 (2026)
DIP-06213 | LkHA 151 | 312.8151700000 | 44.2486100000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06214 | FHK 80 | 312.8169400000 | 44.2500000000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06215 | FHK 82 | 312.8238300000 | 44.3083100000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06216 | Gaia DR3 2163136192456870016 | 312.8310632600 | 44.3251460900 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); hillenbrand2022 (2022); mas2026 (2026)
DIP-06217 | FHK 85 | 312.8326800000 | 44.3851200000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06218 | Gaia DR3 1872764792291739264 | 312.8346911600 | 38.9160339200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06219 | LkHA 154 | 312.8444600000 | 44.3521000000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06220 | Gaia DR3 2163149665774282368 | 312.8486572500 | 44.5895838300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06221 | FHK 96 | 312.8517200000 | 44.2178400000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06222 | FHK 98 | 312.8530000000 | 44.3051700000 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); hillenbrand2022 (2022)
DIP-06223 | Gaia DR3 2162948141606530944 | 312.8671626500 | 44.2655030100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06224 | 2MASS_J20513089+4406594 | 312.8787540000 | 44.1164700000 | author_vetted_or_explicit | yes | yes | yes | froebrich2018 (2018); hillenbrand2022 (2022)
DIP-06225 | Gaia DR3 2189896351270541184 | 312.8808618800 | 56.2423446700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06226 | Gaia DR3 2162947729289614848 | 312.8818772200 | 44.2169975200 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06227 | Gaia DR3 2066865909267261312 | 312.8829107000 | 44.0483356100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06228 | Gaia DR3 2162947733587990272 | 312.8856620700 | 44.2154040300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06229 | FHK 114 | 312.8880000000 | 44.6165500000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06230 | Gaia DR3 2163149219097677568 | 312.8891679600 | 44.5817500400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06231 | 2MASS_J20513370+4410145 | 312.8903790000 | 44.1707000000 | author_vetted_or_explicit | yes | yes | yes | froebrich2018 (2018)
DIP-06232 | 2MASS_J20513925+4424281 | 312.9135525000 | 44.4077869700 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); froebrich2018 (2018); hillenbrand2022 (2022); mas2026 (2026)
DIP-06233 | LkHA 159 | 312.9165100000 | 44.5539500000 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); hillenbrand2022 (2022)
DIP-06234 | Gaia DR3 2162947110815657728 | 312.9198525200 | 44.2274872800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06235 | Gaia DR3 2162943193804036864 | 312.9288036000 | 44.1251691100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06236 | Gaia DR3 2163145916262908288 | 312.9326740200 | 44.5386520800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06237 | FHK 134 | 312.9381700000 | 43.8173100000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06238 | 2MASS_J20514599+4428353 | 312.9416465600 | 44.4764640200 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); froebrich2018 (2018); mas2026 (2026)
DIP-06239 | FHK 138 | 312.9475800000 | 44.5356100000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06240 | 2MASS_J20514755+4425106 | 312.9481790000 | 44.4195600000 | author_vetted_or_explicit | yes | yes | yes | froebrich2018 (2018)
DIP-06241 | Gaia DR3 2162942163013224960 | 312.9596732900 | 44.0806466200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06242 | Gaia DR3 2162948695660669824 | 312.9704197500 | 44.2659479600 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06243 | 2MASS_J20515568+4433526 | 312.9820673100 | 44.5646378900 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); froebrich2018 (2018); hillenbrand2022 (2022); mas2026 (2026)
DIP-06244 | 2MASS_J20515722+4402161 | 312.9883420000 | 44.0377500000 | author_vetted_or_explicit | yes | yes | yes | froebrich2018 (2018); hillenbrand2022 (2022)
DIP-06245 | multirow2*FHO10 / [RGS2011] 205158.63+441456.7 | 312.9942916700 | 44.2490833300 | author_vetted_or_explicit | no | no | yes | findeisen2013 (2013)
DIP-06246 | Gaia DR3 2163144855413650432 | 312.9945809000 | 44.5075828600 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06247 | Gaia DR3 2162949314135760640 | 313.0007209900 | 44.3330537300 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06248 | Gaia DR3 2183085907529573376 | 313.0051147900 | 55.1897098300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06249 | Gaia DR3 2163144546173223040 | 313.0111443800 | 44.4579969600 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06250 | Gaia DR3 2066846259793501184 | 313.0138809700 | 43.7698598800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06251 | Gaia DR3 2163144992848045824 | 313.0144403900 | 44.5292149500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06252 | FHO11 / [RGS2011] 205203.65+442838.1 | 313.0152083300 | 44.4772500000 | author_vetted_or_explicit | no | no | yes | findeisen2013 (2013)
DIP-06253 | FHK 163 | 313.0193300000 | 44.6251100000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06254 | FHK 164 | 313.0220400000 | 44.2914700000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06255 | 2MASS_J20520672+4427553 | 313.0280020600 | 44.4653905900 | author_vetted_or_explicit | yes | yes | yes | froebrich2018 (2018); hillenbrand2022 (2022); mas2026 (2026)
DIP-06256 | Gaia DR3 2066845430862364288 | 313.0372519800 | 43.7328993800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06257 | Gaia DR3 2162944160175177600 | 313.0458853500 | 44.1361542300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06258 | Gaia DR3 2163148050866561920 | 313.0586097500 | 44.6461949300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06259 | FHK 180 | 313.0630900000 | 43.5020700000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06260 | LkHA 171 | 313.0643800000 | 44.4697200000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06261 | FHK 184 | 313.0766300000 | 44.4172500000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06262 | FHK 185 | 313.0767400000 | 44.2751300000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06263 | Gaia DR3 2162958488185936128 | 313.0843413000 | 44.5085583900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06264 | Gaia DR3 2162944916089431168 | 313.0938566500 | 44.2333785100 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06265 | Gaia DR3 2182663729428060672 | 313.1067083100 | 53.6516600700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06266 | Gaia DR3 2162930308902056320 | 313.1095825600 | 44.0573697000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06267 | Gaia DR3 2162931786372230016 | 313.1123613400 | 44.0690238600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06268 | Gaia DR3 2162952475231874688 | 313.1180077800 | 44.3540534200 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); hillenbrand2022 (2022); mas2026 (2026)
DIP-06269 | Gaia DR3 2162951783738847104 | 313.1200225000 | 44.3082297500 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06270 | Gaia DR3 2162952470933666688 | 313.1240686100 | 44.3512649800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06271 | Gaia DR3 2162958415178355072 | 313.1284210700 | 44.5097439900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06272 | Gaia DR3 2162952406512185856 | 313.1287194100 | 44.3365396100 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); hillenbrand2022 (2022); mas2026 (2026)
DIP-06273 | Gaia DR3 2163170483475867392 | 313.1434234500 | 44.6401549700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06274 | Gaia DR3 2162932855821315328 | 313.1519643900 | 44.1962083800 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06275 | Gaia DR3 2162926254452857472 | 313.1646322700 | 43.9983983300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06276 | Gaia DR3 2162982432626402944 | 313.1738180400 | 44.5686927900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06277 | Gaia DR3 2162950619802874880 | 313.1815233100 | 44.2453018800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06278 | Gaia DR3 2162950654165489152 | 313.1829850400 | 44.2450221000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06279 | Gaia DR3 2162938864478448896 | 313.1889135800 | 44.2328822400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06280 | Gaia DR3 2163172923017841152 | 313.1899231800 | 44.7458131100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06281 | Gaia DR3 2162951478799226112 | 313.2076249200 | 44.3172652700 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022); mas2026 (2026)
DIP-06282 | FHK 234 | 313.2109600000 | 43.7154200000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06283 | FHK 236 | 313.2187300000 | 44.2403200000 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); hillenbrand2022 (2022)
DIP-06284 | Gaia DR3 2162983398993608832 | 313.2218307700 | 44.6715216700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06285 | Gaia DR3 2162952745812291712 | 313.2226388300 | 44.3268191000 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); mas2026 (2026)
DIP-06286 | FHK 238 | 313.2239400000 | 44.2491800000 | author_vetted_or_explicit | yes | yes | yes | hillenbrand2022 (2022)
DIP-06287 | Gaia DR3 2162981745431633792 | 313.2262706600 | 44.5654581300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06288 | 2MASS_J20525430+4352165 | 313.2262823100 | 43.8712432900 | author_vetted_or_explicit | yes | yes | yes | findeisen2013 (2013); froebrich2018 (2018); hillenbrand2022 (2022); mas2026 (2026)
DIP-06289 | Gaia DR3 2162983364636524160 | 313.2386830500 | 44.6795442900 | automated_primary | yes | yes | yes | mas2026 (2026)
